title,provider,certificate_type,rating,difficulty,students_enrolled,platform,price,reviews,lectures,duration,category
Kostenrechnung lernen leicht gemacht,,,,,612,Udemy,40.0,46.0,72.0,3.0,Business Finance
MetaTrader4 Platform Training,,,,,1819,Udemy,0.0,45.0,15.0,1.5,Business Finance
Professional Bookkeeping & Accounting 1: Sales & Purchases,,,,1.0,551,Udemy,35.0,22.0,34.0,1.5,Business Finance
Step by step guide to understand how business perform,,,,,788,Udemy,20.0,3.0,15.0,0.6333333333333333,Business Finance
How to Grow your Small Business and not run out of Cash,,,,,408,Udemy,25.0,3.0,16.0,1.5,Business Finance
Finance for Non Finance Executives,,,,,944,Udemy,180.0,44.0,187.0,13.0,Business Finance
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",,,,,323,Udemy,20.0,30.0,11.0,0.6166666666666667,Business Finance
Innovators and innovation: Travel through time!,,,,,101,Udemy,50.0,0.0,31.0,6.0,Business Finance
Learn How to Trade The Stock Market,,,,1.0,984,Udemy,20.0,3.0,41.0,4.0,Business Finance
How To Earn Some Bitcoin Every Time You Use A Search Engine,,,,1.0,89,Udemy,20.0,23.0,10.0,1.0,Business Finance
Super Fast Accounting - the fastest way to do your books,,,,,129,Udemy,25.0,21.0,8.0,0.5666666666666667,Business Finance
Financial Modeling and Valuation: Complete Beginner to Pro,,,,1.0,249,Udemy,50.0,46.0,28.0,5.0,Business Finance
Learn to trade Chart Patterns,,,,,75,Udemy,20.0,8.0,23.0,2.0,Business Finance
Anatomy and Figure Drawing for Beginners,,,,,2252,Udemy,150.0,240.0,111.0,21.0,Graphic Design
Illustrator CC MasterClass,,,,1.0,462,Udemy,95.0,50.0,86.0,12.0,Graphic Design
Typographic Logo Design in Illustrator - Beginners & Beyond,,,,1.0,1720,Udemy,150.0,40.0,27.0,1.5,Graphic Design
Adobe Illustrator T-Shirt Design for Merch by Amazon,,,,1.0,390,Udemy,20.0,44.0,15.0,1.0,Graphic Design
Logo Design in Adobe Illustrator - for Beginners & Beyond,,,,1.0,4297,Udemy,200.0,337.0,110.0,7.5,Graphic Design
Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,,,,1.0,1076,Udemy,200.0,15.0,15.0,1.0,Graphic Design
Create Professional Looking Infographics With No Experience,,,,,9367,Udemy,180.0,104.0,21.0,2.0,Graphic Design
Discover How to Draw and paint Comics,,,,1.0,8901,Udemy,65.0,424.0,85.0,62.0,Graphic Design
Typographic Logos: Typography and Lettering for Logo Design,,,,,4235,Udemy,25.0,427.0,20.0,1.5,Graphic Design
Photoshop in Ease: Create World Amazing  Graphic Designs,,,,1.0,14440,Udemy,20.0,182.0,26.0,3.0,Graphic Design
Canva Graphics Design Essential Training For Everyone,,,,1.0,12340,Udemy,200.0,124.0,46.0,2.5,Graphic Design
Triangulated Bird: Origami Styled Bird in Adobe Illustrator,,,,,2027,Udemy,195.0,11.0,9.0,0.5,Graphic Design
Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,,,,1.0,381,Udemy,0.0,24.0,7.0,0.6,Graphic Design
Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,,,,1.0,69,Udemy,0.0,6.0,25.0,3.5,Graphic Design
画像加工の初心者でも「１日」で初歩を覚えられる無料講座,,,,,21,Udemy,0.0,0.0,18.0,1.0,Graphic Design
Graphic Design Bootcamp,,,,,15276,Udemy,200.0,1740.0,65.0,8.0,Graphic Design
The Ultimate Drawing Course - Beginner to Advanced,,,,,26742,Udemy,150.0,2379.0,62.0,11.0,Graphic Design
Ultimate Photoshop Training: From Beginner to Pro,,,,,5326,Udemy,200.0,447.0,150.0,11.5,Graphic Design
Photoshop for Entrepreneurs - Design 11 Practical Projects,,,,1.0,36288,Udemy,200.0,737.0,63.0,5.0,Graphic Design
Anatomy for Figure Drawing: Mastering the Human Figure,,,,1.0,15500,Udemy,95.0,754.0,65.0,68.5,Graphic Design
Sketch 3 from A to Z: Become an App Designer,,,,1.0,7282,Udemy,75.0,1629.0,42.0,3.5,Graphic Design
How to Design a Logo - a Beginners Course,,,,1.0,10875,Udemy,30.0,650.0,41.0,2.5,Graphic Design
Logo Design Masterclass: Learn Logo Design + Illustrator,,,,1.0,8196,Udemy,200.0,479.0,85.0,6.5,Graphic Design
How to Draw and Sketch for Beginners,,,,,1360,Udemy,150.0,175.0,79.0,9.0,Graphic Design
Graphic Design Masterclass: Learn Graphic Design in Projects,,,,,6858,Udemy,95.0,382.0,41.0,3.5,Graphic Design
Canva Graphics Design for Entrepreneurs - Design 11 Projects,,,,1.0,18303,Udemy,200.0,202.0,54.0,3.5,Graphic Design
Vector Logo Design in Affinity Designer,,,,1.0,1789,Udemy,150.0,102.0,57.0,3.0,Graphic Design
How To Create A Low Poly Portrait With The Pen Tool,,,,,293,Udemy,195.0,5.0,18.0,1.0,Graphic Design
Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,,,,,662,Udemy,20.0,5.0,21.0,1.0,Graphic Design
How to Create Kindle & Ebook Covers with Canva,,,,,1279,Udemy,30.0,3.0,33.0,1.5,Graphic Design
How To Make Professional eBook Covers For FREE,,,,1.0,1080,Udemy,20.0,6.0,35.0,3.0,Graphic Design
Design Business Card in Photoshop: Earn Money by Doing It,,,,,120,Udemy,50.0,10.0,29.0,3.5,Graphic Design
Learn to create beautiful web interfaces and logos,,,,1.0,1085,Udemy,20.0,76.0,10.0,1.0,Graphic Design
Illustrated Logo Design,,,,,447,Udemy,25.0,2.0,10.0,1.0,Graphic Design
Color Basics for Print Designers,,,,1.0,372,Udemy,20.0,21.0,10.0,0.6,Graphic Design
Digital Photo Manipulation Art And Cover Design In PhotoShop,,,,,721,Udemy,50.0,7.0,35.0,5.0,Graphic Design
Drawing Perspective For Beginners,,,,1.0,736,Udemy,150.0,50.0,44.0,7.5,Graphic Design
Adobe InDesign CC Advanced,,,,,114,Udemy,30.0,24.0,50.0,3.5,Graphic Design
Intro to Photoshop for Merch by Amazon,,,,,331,Udemy,25.0,24.0,9.0,1.0,Graphic Design
MicroStation - Células,,,,,0,Udemy,20.0,0.0,9.0,0.6166666666666667,Graphic Design
Photoshop - Creación de Efectos 2,,,,,0,Udemy,30.0,0.0,9.0,1.0,Graphic Design
Como Criar Logos de Sucesso - Start Designer,,,,,0,Udemy,25.0,0.0,29.0,6.0,Graphic Design
Super Textos con Photoshop,,,,,0,Udemy,20.0,0.0,8.0,2.0,Graphic Design
Photoshop - Aprende a Transformar Imágenes,,,,,0,Udemy,20.0,0.0,14.0,1.0,Graphic Design
Iníciate en Microstation,,,,,0,Udemy,20.0,0.0,10.0,1.0,Graphic Design
Adobe Photoshop pentru Social Media,,,,,0,Udemy,20.0,0.0,12.0,0.5666666666666667,Graphic Design
Photoshop - Creación de Efectos,,,,,0,Udemy,20.0,0.0,11.0,1.0,Graphic Design
Cómo crear maquetas con Adobe XD,,,,,217,Udemy,0.0,2.0,21.0,3.0,Graphic Design
Aprenda Modelagem 3D com o 123D Design,,,,,334,Udemy,0.0,26.0,27.0,1.0,Graphic Design
Ferramentas Visuais,,,,,817,Udemy,0.0,42.0,18.0,5.0,Graphic Design
Adobe Indesign CC Başlangıç,,,,,637,Udemy,0.0,21.0,22.0,2.5,Graphic Design
How to Doodle: Basics and Lettering,,,,1.0,2358,Udemy,185.0,28.0,12.0,1.0,Graphic Design
Mastering Photoshop CC 2017 - The Art of Design & Technology,,,,1.0,3721,Udemy,20.0,95.0,46.0,6.5,Graphic Design
Design a logo for FREE in Inkscape,,,,1.0,1148,Udemy,100.0,26.0,42.0,2.0,Graphic Design
Foundation Skills on Adobe Illustrator: Learn Fast!,,,,,2489,Udemy,50.0,39.0,16.0,2.0,Graphic Design
How To Create Amazing Cinemagraphs with Microsoft PowerPoint,,,,,1782,Udemy,30.0,18.0,10.0,1.0,Graphic Design
Canva : Graphic Design Theory Volume1,,,,1.0,6975,Udemy,200.0,122.0,29.0,2.5,Graphic Design
Master App Icon Design for iPhone (IOS) & Android Devices,,,,,9464,Udemy,25.0,329.0,43.0,2.0,Graphic Design
Photoshop: How to create stunning collages,,,,,2044,Udemy,20.0,17.0,15.0,1.5,Graphic Design
Mastering advance Photoshop,,,,,5787,Udemy,20.0,40.0,21.0,2.0,Graphic Design
Logo Designing for Your Business in an Hour,,,,1.0,25277,Udemy,20.0,311.0,16.0,1.0,Graphic Design
DIY Design Professional Web Banners in Photoshop 4 Beginners,,,,,6944,Udemy,200.0,30.0,24.0,1.0,Graphic Design
Photoshop CC for Beginners - A Comprehensive Crash Course,,,,,6028,Udemy,200.0,205.0,20.0,2.5,Graphic Design
Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,,,,,5104,Udemy,20.0,437.0,26.0,1.0,Graphic Design
Illustrator CC para novatos: ¡desde cero hasta experto! ,,,,1.0,2476,Udemy,150.0,466.0,96.0,11.0,Graphic Design
Photoshop para novatos:  ¡desde cero hasta experto!,,,,1.0,3000,Udemy,150.0,470.0,134.0,12.0,Graphic Design
Diventa un professionista del Graphic Design,,,,1.0,185,Udemy,200.0,10.0,94.0,17.5,Graphic Design
Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,,,,,418,Udemy,45.0,85.0,71.0,11.0,Graphic Design
ABC do Photoshop CC,,,,,431,Udemy,45.0,99.0,80.0,7.5,Graphic Design
Photoshop para iniciante - o básico,,,,,23,Udemy,30.0,2.0,20.0,3.0,Graphic Design
Curso Online de Adobe Illustrator CC e CS6,,,,1.0,126,Udemy,80.0,18.0,119.0,13.0,Graphic Design
Photoshop & Illustrator CC Essentials in Arabic,,,,,3329,Udemy,0.0,193.0,33.0,3.5,Graphic Design
Photoshop from Zero to Hero ( Arabic ),,,,,720,Udemy,60.0,220.0,82.0,12.5,Graphic Design
Photoshop Essentials - Uma Introdução Detalhada,,,,,800,Udemy,0.0,39.0,24.0,2.5,Graphic Design
Photoshop CC 2015 Top New Features,,,,1.0,1477,Udemy,0.0,3.0,13.0,0.65,Graphic Design
Expert Guide : Mastering Types feature in illustrator !,,,,1.0,1552,Udemy,190.0,11.0,27.0,2.5,Graphic Design
Cartoon Game Logo Design using Photoshop,,,,1.0,1076,Udemy,20.0,11.0,15.0,2.5,Graphic Design
Most Wanted Flat Design Techniques #2: Hipster Businessman,,,,,1016,Udemy,95.0,5.0,25.0,1.5,Graphic Design
All-in-One Premium Design Course - Scratch to Pro+ Edition,,,,1.0,919,Udemy,200.0,57.0,56.0,5.5,Graphic Design
Typography 101: Picking the Right Fonts for Business Success,,,,,1224,Udemy,75.0,10.0,15.0,1.5,Graphic Design
Editorial Illustration Tutorial: From Drawing to Photoshop,,,,1.0,774,Udemy,45.0,39.0,35.0,2.5,Graphic Design
Kindle eBook Cover Design and Book Illustration Guide,,,,1.0,715,Udemy,120.0,16.0,20.0,1.0,Graphic Design
Removing Backgrounds From Images using Adobe Photoshop,,,,1.0,1768,Udemy,20.0,20.0,14.0,0.6833333333333333,Graphic Design
Graphic Design Secrets Revealed,,,,1.0,2555,Udemy,95.0,28.0,55.0,6.0,Graphic Design
Drawing in Perspective,,,,1.0,426,Udemy,25.0,63.0,28.0,3.0,Graphic Design
"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",,,,,3108,Udemy,0.0,27.0,28.0,2.5,Graphic Design
Adobe Illustrator For Beginners: Design A Typographic Logo,,,,,276,Udemy,30.0,54.0,27.0,1.5,Graphic Design
Surface Pattern Design : Create Scandinavian Patterns,,,,1.0,390,Udemy,40.0,6.0,8.0,0.7,Graphic Design
Draw a realistic Fantail using pencil,,,,1.0,6754,Udemy,0.0,109.0,20.0,1.0,Graphic Design
How to design a business card on Photoshop (for beginners),,,,,5086,Udemy,0.0,197.0,12.0,1.0,Graphic Design
Make Flat Design Space Ships in 30 Minutes in Illustrator!,,,,,1146,Udemy,50.0,41.0,5.0,0.55,Graphic Design
Figure Drawing From Life Using The Reilly Technique.,,,,1.0,47811,Udemy,0.0,1041.0,22.0,2.5,Graphic Design
Drawing Cartoony Characters,,,,,1564,Udemy,20.0,103.0,9.0,2.0,Graphic Design
Learn Blender 3D  - The introduction course,,,,,739,Udemy,100.0,12.0,15.0,1.5,Graphic Design
Inkscape For Beginners 2016/2017,,,,1.0,1029,Udemy,40.0,52.0,26.0,4.0,Graphic Design
Make yourself a Santa Claus: Photoshop Manipulation,,,,1.0,2665,Udemy,0.0,20.0,8.0,0.5666666666666667,Graphic Design
Become an InDesign Pro in 10 Skills,,,,,1079,Udemy,105.0,172.0,35.0,5.0,Graphic Design
Digital Illustration: Make A Custom Character Illustration,,,,1.0,1440,Udemy,30.0,16.0,14.0,1.5,Graphic Design
Learn Basics Of Adobe Illustrator,,,,,1401,Udemy,25.0,30.0,12.0,0.7,Graphic Design
Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,,,,1.0,2634,Udemy,40.0,92.0,25.0,10.0,Graphic Design
LOGO DESIGN IN POWERPOINT,,,,,1046,Udemy,95.0,12.0,28.0,1.0,Graphic Design
Photoshop CC MasterClass,,,,1.0,505,Udemy,95.0,88.0,78.0,11.5,Graphic Design
Become A Logo Designer ,,,,1.0,827,Udemy,95.0,50.0,39.0,2.5,Graphic Design
Learn Illustrator By Recreating Top 3 Logos - Beginner Guide,,,,,8786,Udemy,0.0,245.0,11.0,1.0,Graphic Design
Illustrative Surface Patterns Design : From Life To Products,,,,1.0,253,Udemy,40.0,1.0,14.0,1.0,Graphic Design
Effective iOS & Android App Icon Design,,,,,1933,Udemy,20.0,25.0,13.0,1.0,Graphic Design
Creating an animated greeting card via Google Slides,,,,,1504,Udemy,20.0,10.0,9.0,1.5,Graphic Design
Photoshop: Learn Digital Painting Basics in Photoshop,,,,,1332,Udemy,20.0,31.0,24.0,2.0,Graphic Design
Learning Photoshop CC 2014 in Egyptian Arabic ,,,,1.0,1150,Udemy,70.0,68.0,25.0,3.5,Graphic Design
Make tech circles in Photoshop in 30 minutes!,,,,1.0,1056,Udemy,50.0,15.0,8.0,0.5666666666666667,Graphic Design
Graphic design - The Quick Guide,,,,,1350,Udemy,30.0,29.0,11.0,0.6333333333333333,Graphic Design
Learn Corel x7 Like a Pro,,,,,1586,Udemy,20.0,8.0,5.0,0.5166666666666666,Graphic Design
Make tech circles in Adobe Illustrator in 30 minutes,,,,1.0,821,Udemy,200.0,15.0,5.0,0.5333333333333333,Graphic Design
Easy Illustration and 2D Animation,,,,1.0,56,Udemy,65.0,16.0,7.0,0.5666666666666667,Graphic Design
Make Tech circles in Adobe Photoshop and Illustrator,,,,1.0,1150,Udemy,200.0,10.0,13.0,1.0,Graphic Design
Turn Your Photos Into Professional And Modern Artworks,,,,1.0,1557,Udemy,20.0,11.0,12.0,1.5,Graphic Design
Calligraphy for Beginners: Creating Strong Lines,,,,,246,Udemy,40.0,30.0,12.0,0.6833333333333333,Graphic Design
Canva: Design Album Cover Artwork in Minutes - No More Fees!,,,,,3103,Udemy,0.0,42.0,11.0,0.6666666666666666,Graphic Design
Getting Started With Photoshop CC,,,,,1090,Udemy,75.0,14.0,45.0,4.5,Graphic Design
Learn Adobe Photoshop in 1 Hour,,,,1.0,1235,Udemy,50.0,15.0,10.0,1.0,Graphic Design
Learn Comic Book Color Flatting! (Coloring Assistant role),,,,,946,Udemy,0.0,3.0,6.0,0.6666666666666666,Graphic Design
Illustrator - Creating stylised images from a photo,,,,1.0,1500,Udemy,50.0,11.0,9.0,0.6833333333333333,Graphic Design
Gimp In-Depth Essential Training Course: Free Photoshop Alt.,,,,1.0,1452,Udemy,20.0,21.0,27.0,2.0,Graphic Design
Conviértete en un experto de photoshop cc naked series,,,,,24,Udemy,30.0,5.0,122.0,12.0,Graphic Design
CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,,,,1.0,3,Udemy,70.0,1.0,20.0,3.5,Graphic Design
商業好設計-Illustrator個性商品設計,,,,,20,Udemy,20.0,3.0,5.0,0.6833333333333333,Graphic Design
Ilustración de la A a la Z,,,,1.0,33,Udemy,20.0,3.0,19.0,3.0,Graphic Design
Diseño Gráfico fácil y rápido.,,,,1.0,97,Udemy,20.0,9.0,124.0,13.5,Graphic Design
超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,,,,,8,Udemy,80.0,1.0,43.0,5.5,Graphic Design
调色高级讲解,,,,,4,Udemy,200.0,2.0,8.0,1.0,Graphic Design
Curso de Corel Draw: Como Hacer Todo para tu Fiesta Temática,,,,,10,Udemy,125.0,3.0,55.0,2.5,Graphic Design
Infodesign,,,,,2,Udemy,50.0,1.0,12.0,1.5,Graphic Design
تصميم القوالب الدائرية بالفيغاس | Circular Templates Vegas,,,,1.0,5,Udemy,20.0,2.0,9.0,0.6,Graphic Design
Affinity Designer - tworzenie wzorków,,,,,1,Udemy,20.0,1.0,11.0,1.5,Graphic Design
Photoshop: Creando efectos de luz,,,,,3,Udemy,20.0,1.0,9.0,1.5,Graphic Design
Learning Photoshop CC 2015,,,,1.0,311,Udemy,50.0,49.0,163.0,10.5,Graphic Design
Create Awesome Ebook Covers Using Microsoft Word,,,,1.0,447,Udemy,45.0,6.0,23.0,3.5,Graphic Design
Photoshop Essentials: Designing FaceBook Graphics,,,,,616,Udemy,20.0,3.0,19.0,1.5,Graphic Design
Advance Learning Tools Corel Draw Graphics Design,,,,,797,Udemy,40.0,13.0,70.0,14.0,Graphic Design
Creating an animated greeting card via Google Slides,,,,,549,Udemy,20.0,10.0,8.0,1.0,Graphic Design
Logo Design for Entrepreneurs ,,,,,274,Udemy,20.0,10.0,49.0,3.5,Graphic Design
Sketch 3: Design a mobile application from scratch,,,,1.0,709,Udemy,45.0,14.0,31.0,2.5,Graphic Design
Draw a Kitten,,,,1.0,3812,Udemy,0.0,68.0,11.0,1.5,Graphic Design
Adobe Photoshop Essentials: Master Adobe Photoshop CS6,,,,,1373,Udemy,100.0,5.0,63.0,2.5,Graphic Design
Learn GIMP,,,,1.0,441,Udemy,20.0,53.0,34.0,6.5,Graphic Design
Texturing For Designers - Bring Life to Design With Textures,,,,1.0,201,Udemy,60.0,0.0,12.0,1.0,Graphic Design
Learn Advanced Photoshop Selections,,,,1.0,661,Udemy,25.0,4.0,10.0,1.5,Graphic Design
InDesign: Diseño de proyectos paso a paso,,,,,300,Udemy,150.0,40.0,77.0,4.5,Graphic Design
Domina el Diseño Gráfico para Web con Photoshop CC,,,,1.0,211,Udemy,70.0,34.0,66.0,6.5,Graphic Design
Graphicriver Autor – Verkaufe deine Designs online,,,,1.0,65,Udemy,30.0,8.0,20.0,1.5,Graphic Design
Adobe Illustrator CC,,,,,43,Udemy,20.0,12.0,46.0,9.5,Graphic Design
캔바(Canva)로 SNS 콘텐츠 만들기,,,,,44,Udemy,30.0,13.0,19.0,2.0,Graphic Design
"Illustrator para criação de peças gráficas, Design Gráfico",,,,,33,Udemy,100.0,3.0,41.0,1.5,Graphic Design
Photoshop Workflow - Manipulação de imagem para Publicidade,,,,,20,Udemy,135.0,8.0,53.0,12.5,Graphic Design
Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,,,,1.0,37,Udemy,80.0,6.0,131.0,12.5,Graphic Design
Curso básico de Gimp; software gratis de diseño gráfico,,,,,190,Udemy,60.0,25.0,36.0,2.0,Graphic Design
Curso Completo de SolidWorks 2016.,,,,1.0,129,Udemy,30.0,27.0,43.0,9.0,Graphic Design
なぞるだけですぐできる! 簡単手描きイラスト講座,,,,,123,Udemy,30.0,12.0,48.0,3.0,Graphic Design
Découvrez InDesign en 1 heure,,,,,38,Udemy,20.0,3.0,25.0,1.0,Graphic Design
Convert Image to Vector in Adobe illustrator,,,,,3251,Udemy,0.0,158.0,13.0,0.5166666666666666,Graphic Design
Design & Create Vector Graphics With Inkscape 2016,,,,,2091,Udemy,200.0,11.0,26.0,2.5,Graphic Design
GIMP for Beginners. Make Your Own Professional Book Covers,,,,,1002,Udemy,20.0,29.0,44.0,6.5,Graphic Design
Learn Photoshop Quickly (For Bloggers & Web Images),,,,,806,Udemy,80.0,53.0,28.0,2.5,Graphic Design
Photoshop CC 2017 for Beginners: Master Photoshop Essentials,,,,,389,Udemy,195.0,20.0,43.0,3.0,Graphic Design
Voxel 3D Model Creation Course,,,,1.0,1031,Udemy,0.0,9.0,8.0,0.65,Graphic Design
Logo Design: Mastering the Wordmark,,,,1.0,500,Udemy,20.0,29.0,17.0,2.0,Graphic Design
The Complete Canva Course,,,,1.0,68,Udemy,200.0,11.0,48.0,4.5,Graphic Design
Learn Photoshop for Design: 100% Practical Projects,,,,1.0,651,Udemy,20.0,5.0,12.0,0.6666666666666666,Graphic Design
Logo Design Theory & Application Bootcamp,,,,1.0,341,Udemy,50.0,57.0,35.0,7.0,Graphic Design
LaTeX for Professional Publications,,,,,867,Udemy,25.0,203.0,22.0,3.0,Graphic Design
The Design Theory Blitz,,,,,142,Udemy,35.0,35.0,9.0,0.7,Graphic Design
Book Design With MS Word And Canva ,,,,1.0,1825,Udemy,95.0,24.0,33.0,2.5,Graphic Design
Learn to Design a Letterhead - A Beginners Course,,,,1.0,24687,Udemy,0.0,423.0,13.0,0.7333333333333333,Graphic Design
Creating Icons with Adobe Illustrator,,,,1.0,2266,Udemy,30.0,26.0,10.0,1.0,Graphic Design
Create Stunning Infographics to Share your Ideas,,,,,5175,Udemy,0.0,470.0,7.0,0.5,Graphic Design
How to stylize your photos in Photoshop with color overlays,,,,,3512,Udemy,0.0,58.0,17.0,1.5,Graphic Design
Business Card and Letterhead Design in Adobe Illustrator,,,,1.0,797,Udemy,200.0,30.0,37.0,2.0,Graphic Design
A Complete Guide to Successful Freelance Logo Design Career,,,,1.0,2745,Udemy,145.0,61.0,67.0,8.5,Graphic Design
The Logo Design Process From Start To Finish,,,,1.0,2361,Udemy,95.0,74.0,40.0,5.5,Graphic Design
Creative logo design with Inkscape for free,,,,1.0,1530,Udemy,40.0,49.0,25.0,4.0,Graphic Design
Typography Fundamentals - Feel confident with type!,,,,,1873,Udemy,20.0,121.0,14.0,1.0,Graphic Design
How To Sell Your Art Online With ETSY,,,,,1338,Udemy,100.0,38.0,35.0,3.0,Graphic Design
Ultimate Guide on Freelancing Career in Photoshop Design,,,,1.0,1479,Udemy,165.0,49.0,82.0,6.5,Graphic Design
Photoshop - Como criar Fusão de forma profissional,,,,1.0,38,Udemy,30.0,6.0,34.0,4.0,Graphic Design
"Photoshop, Illustrator, InDesign & Graphic Design Principles",,,,1.0,934,Udemy,30.0,143.0,41.0,12.0,Graphic Design
Photoshop - Tratamento de pele profissional,,,,,50,Udemy,100.0,5.0,16.0,1.5,Graphic Design
Indesign - Para quem quer trabalhar com Design Gráfico,,,,,27,Udemy,100.0,7.0,12.0,2.5,Graphic Design
Primeros Pasos con Photoshop CC,,,,,6429,Udemy,0.0,654.0,31.0,2.5,Graphic Design
Cómo Diseñar Logos,,,,,422,Udemy,25.0,120.0,31.0,3.5,Graphic Design
Photoshop para principiantes: ¡De cero a experto!,,,,,410,Udemy,120.0,15.0,62.0,7.5,Graphic Design
Photoshop Avançado - Pós Produção e fusão com 3D,,,,,15,Udemy,135.0,0.0,6.0,1.0,Graphic Design
ABC do Adobe Illustrator,,,,,115,Udemy,35.0,15.0,56.0,5.5,Graphic Design
خطوتك الأولى لتعلم الفوتوشوبPhotoshop,,,,,272,Udemy,20.0,11.0,12.0,2.0,Graphic Design
master course - realistisch zeichnen lernen,,,,1.0,280,Udemy,20.0,46.0,33.0,5.0,Graphic Design
Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,,,,1.0,354,Udemy,70.0,27.0,98.0,13.0,Graphic Design
Professional Logo Design in Adobe Illustrator,,,,1.0,44044,Udemy,0.0,1563.0,45.0,7.5,Graphic Design
Learn UI/UX and Mobile App Design in Photoshop from Scratch,,,,1.0,1367,Udemy,145.0,61.0,31.0,3.0,Graphic Design
Mastering Photoshop: From Beginner to Industry Professional,,,,,1754,Udemy,25.0,52.0,79.0,12.5,Graphic Design
Expert Retina / HiDPI Graphics in Photoshop & Illustrator,,,,1.0,2067,Udemy,195.0,8.0,18.0,1.5,Graphic Design
Start Making Comics with Manga Studio 5 / Clip Studio Paint,,,,1.0,5301,Udemy,0.0,125.0,77.0,6.5,Graphic Design
Most Wanted Flat Design Techniques #1: Desert Island,,,,,4294,Udemy,0.0,143.0,15.0,1.0,Graphic Design
Photoshop Quickstart Guide to Digital Sketching,,,,,1679,Udemy,20.0,24.0,15.0,1.0,Graphic Design
Gestalt Principles & Pattern Design : Create Festive Pattern,,,,1.0,327,Udemy,50.0,0.0,14.0,1.0,Graphic Design
Logo Design - Design a Logo in Photoshop for beginners,,,,,740,Udemy,30.0,20.0,12.0,0.5833333333333334,Graphic Design
Advanced Features in Adobe Illustrator,,,,,1348,Udemy,30.0,6.0,14.0,1.0,Graphic Design
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",,,,,1249,Udemy,30.0,44.0,19.0,3.0,Graphic Design
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,,,,,1275,Udemy,135.0,26.0,42.0,3.5,Graphic Design
Learn Photoshop CC Essentials,,,,,3117,Udemy,75.0,30.0,62.0,4.5,Graphic Design
Mobile App Design: From Beginner to Intermediate,,,,1.0,896,Udemy,140.0,21.0,108.0,10.0,Graphic Design
Text based Logo Design for Business Using Adobe Photoshop,,,,1.0,4208,Udemy,20.0,25.0,19.0,1.0,Graphic Design
Graphic Design for Entrepreneurs...Who Can't Draw,,,,,3903,Udemy,20.0,51.0,13.0,1.5,Graphic Design
BUSINESS CARD DESIGN IN POWERPOINT,,,,,1710,Udemy,95.0,13.0,16.0,1.0,Graphic Design
Adobe - How to create a professional Video Title/ Web Banner,,,,1.0,1606,Udemy,20.0,8.0,9.0,0.7333333333333333,Graphic Design
How to Design an Awesome Letterhead in Adobe Illustrator,,,,1.0,4776,Udemy,0.0,115.0,18.0,0.5666666666666667,Graphic Design
Graphic Design - An Overview of the Field,,,,,23229,Udemy,0.0,2215.0,12.0,1.0,Graphic Design
✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,,,,1.0,1456,Udemy,25.0,62.0,77.0,6.5,Graphic Design
FLAT ICON DESIGN IN POWERPOINT,,,,,1534,Udemy,95.0,24.0,23.0,1.5,Graphic Design
Logo Design By Example : Design 5 Famous Logos,,,,,2199,Udemy,50.0,28.0,16.0,1.0,Graphic Design
Bring your sketch to life - learn digital illustration,,,,,1202,Udemy,70.0,68.0,36.0,3.5,Graphic Design
Learn Cinema 4D: Create an Abstract Background,,,,,2004,Udemy,20.0,4.0,9.0,0.5666666666666667,Graphic Design
The Art of Icon Design: Create Custom Flat Icon Designs,,,,1.0,778,Udemy,90.0,2.0,24.0,1.5,Graphic Design
Design Tickets and Vouchers in Photoshop and Illustrator,,,,,502,Udemy,45.0,0.0,15.0,2.5,Graphic Design
Blender Modelling Series - Volume Two,,,,,1526,Udemy,100.0,3.0,24.0,2.0,Graphic Design
Master Adobe Photoshop Lightroom CC - From Beginner to Advan,,,,,1468,Udemy,50.0,190.0,141.0,8.0,Graphic Design
Design bestselling T-shirts from Beginner to Expert.,,,,,798,Udemy,95.0,198.0,25.0,0.6666666666666666,Graphic Design
Digital Painting for Cartoon Characters,,,,1.0,2044,Udemy,30.0,108.0,25.0,4.0,Graphic Design
Create Animated Gif Advertising Banners in Photoshop CC,,,,1.0,1310,Udemy,85.0,9.0,20.0,1.0,Graphic Design
The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,,,,1.0,1145,Udemy,20.0,42.0,20.0,0.6333333333333333,Graphic Design
Photo Manipulation: Master Photo Editing,,,,1.0,326,Udemy,75.0,6.0,43.0,1.0,Graphic Design
How to create flat design icons in 15 minutes in Illustrator,,,,1.0,2228,Udemy,195.0,96.0,51.0,4.5,Graphic Design
