title,provider,certificate_type,rating,difficulty,students_enrolled,platform,price,reviews,lectures,duration,category
Adobe - Create a professional logo step-by-step (Beauty),,,,1.0,2420,Udemy,20.0,27.0,21.0,1.5,Graphic Design
Essential Skills for Designers - Mastering the Pen Tool,,,,1.0,387,Udemy,45.0,24.0,24.0,2.0,Graphic Design
Morphing  with After Effect : Everything you need to know,,,,1.0,421,Udemy,20.0,10.0,18.0,1.0,Graphic Design
Learn  After Effects and master 3d layers in after effects,,,,1.0,987,Udemy,20.0,2.0,29.0,1.5,Graphic Design
Learn Adobe Illustrator CC - All Essentials In 1 Hour!,,,,,324,Udemy,55.0,7.0,14.0,1.0,Graphic Design
History of Art and Design from XV to XXI century,,,,1.0,319,Udemy,20.0,11.0,35.0,2.0,Graphic Design
App Design + Web Design + Photoshop = Combined Course,,,,,1087,Udemy,115.0,6.0,24.0,2.0,Graphic Design
Adobe Illustrator CC for beginners,,,,,270,Udemy,20.0,28.0,118.0,8.0,Graphic Design
Complete Portrait and Figure Drawing (step-by-step),,,,1.0,124,Udemy,20.0,8.0,16.0,1.5,Graphic Design
Adobe Illustrator: Learn Easy Logo Design.,,,,1.0,371,Udemy,20.0,5.0,26.0,3.5,Graphic Design
Create Beautiful Compelling Social Media Banners With Canva,,,,,1098,Udemy,50.0,3.0,34.0,1.5,Graphic Design
Become a Professional Logo Designer,,,,1.0,107,Udemy,150.0,16.0,82.0,8.0,Graphic Design
Learn Photoshop Actions - Save time with repetitive tasks,,,,,507,Udemy,25.0,2.0,7.0,0.6166666666666667,Graphic Design
Essential Skills for Designers - Masking,,,,1.0,646,Udemy,45.0,30.0,25.0,2.0,Graphic Design
Mastering Photoshop Elements 13 Made Easy Training Tutorial,,,,,1738,Udemy,20.0,8.0,166.0,10.5,Graphic Design
"Become a Graphic Designer, and earn a living from it",,,,1.0,2354,Udemy,35.0,12.0,37.0,3.0,Graphic Design
Learn 2D Cell Shading in Photoshop,,,,,238,Udemy,20.0,25.0,8.0,1.5,Graphic Design
Adobe Illustrator For Everyone: Create Detailed Vector Image,,,,1.0,165,Udemy,185.0,17.0,11.0,1.5,Graphic Design
Learn Digital Drawing in Photoshop,,,,1.0,1080,Udemy,20.0,15.0,13.0,2.0,Graphic Design
Quickly Batch Export & Package Logo Files for Clients,,,,,489,Udemy,20.0,10.0,5.0,0.6833333333333333,Graphic Design
Logo Design for Everybody,,,,,706,Udemy,30.0,10.0,24.0,5.5,Graphic Design
Pixelmator - Create Vector Graphics From Scratch,,,,1.0,507,Udemy,20.0,42.0,36.0,3.0,Graphic Design
Creating an animated greeting card via Google Slides,,,,,770,Udemy,20.0,8.0,8.0,1.0,Graphic Design
Most Wanted Flat Design Techniques #3: Office Space,,,,,1028,Udemy,95.0,2.0,26.0,2.0,Graphic Design
Flat Design - Create Beautiful Flat Graphics In Photoshop,,,,1.0,545,Udemy,20.0,13.0,23.0,2.0,Graphic Design
T-Shirt Design Workshop 01: Foundation,,,,1.0,690,Udemy,25.0,162.0,19.0,1.0,Graphic Design
Expert Guide : Mastering Shapes Creation with Illustrator,,,,1.0,2911,Udemy,200.0,17.0,35.0,5.0,Graphic Design
Logo Portfolio in 1 Hour in Wordpress,,,,1.0,734,Udemy,100.0,9.0,36.0,1.0,Graphic Design
Complete Digital Painting Training with Corel Painter,,,,1.0,4353,Udemy,30.0,23.0,57.0,3.5,Graphic Design
How to Design Simple Promotional Materials in Photoshop,,,,,521,Udemy,55.0,5.0,23.0,2.5,Graphic Design
Design and Animate a Gamer UI,,,,1.0,3481,Udemy,20.0,37.0,6.0,1.5,Graphic Design
Learn Blender 3D - The materials and texture course,,,,1.0,711,Udemy,200.0,48.0,105.0,12.5,Graphic Design
FACEBOOK COVERS IN POWERPOINT,,,,,1123,Udemy,95.0,31.0,13.0,0.6333333333333333,Graphic Design
"Quote Images for Pinterest, Facebook, & Instagram",,,,,12103,Udemy,0.0,576.0,18.0,1.0,Graphic Design
Adobe Illustrator: Create a Quick & Easy Unique Illustration,,,,,1418,Udemy,95.0,57.0,19.0,1.5,Graphic Design
Learn to Design a Logo in Adobe Illustrator,,,,1.0,3390,Udemy,20.0,49.0,29.0,4.5,Graphic Design
Photoshop In-Depth: Master all of Photoshop's Tools Easily,,,,1.0,53851,Udemy,0.0,1779.0,45.0,4.5,Graphic Design
Diseño de logo para principiantes,,,,1.0,3,Udemy,25.0,3.0,12.0,0.6666666666666666,Graphic Design
After Effects - Alles rund um das Tracking,,,,,1,Udemy,20.0,0.0,6.0,1.5,Graphic Design
Introducción al retrato realista con Photoshop,,,,,3,Udemy,20.0,0.0,7.0,1.0,Graphic Design
Uso Básico de Adobe Photoshop,,,,,1,Udemy,20.0,0.0,27.0,1.0,Graphic Design
Técnicas Photoshop: Reformar Campo de golf,,,,1.0,2,Udemy,40.0,0.0,34.0,1.5,Graphic Design
誰でもわかる Adobe Illustrator CS5,,,,,1,Udemy,20.0,0.0,13.0,3.5,Graphic Design
誰でもわかる Adobe Photoshop CS5,,,,,1,Udemy,20.0,0.0,14.0,3.5,Graphic Design
MicroStation - Niveles,,,,,2,Udemy,20.0,0.0,7.0,0.5666666666666667,Graphic Design
Crea personajes fantásticos con Photoshop,,,,,1,Udemy,20.0,0.0,8.0,1.0,Graphic Design
Letras en Adobe Illustrator,,,,,0,Udemy,40.0,0.0,13.0,2.5,Graphic Design
Photoshop: Creando elemental de aire,,,,,0,Udemy,20.0,0.0,5.0,1.0,Graphic Design
MicroStation - Células,,,,,0,Udemy,20.0,0.0,9.0,0.6166666666666667,Graphic Design
Nuke X: Aprende composición digital,,,,,3,Udemy,35.0,1.0,21.0,2.5,Graphic Design
สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator,,,,,25,Udemy,20.0,5.0,30.0,9.5,Graphic Design
Photoshop: Creando elemental de agua,,,,,1,Udemy,20.0,1.0,5.0,0.6166666666666667,Graphic Design
７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,,,,,108,Udemy,20.0,3.0,44.0,5.5,Graphic Design
Si eres nuevo en Photoshop...Este es tu curso Nº1,,,,,13,Udemy,20.0,3.0,22.0,2.0,Graphic Design
Intro to Illustrator,,,,,11,Udemy,20.0,4.0,59.0,7.0,Graphic Design
画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,,,,,37,Udemy,65.0,0.0,49.0,4.0,Graphic Design
Photoshop - Automatização com Adobe Script,,,,,7,Udemy,195.0,0.0,87.0,8.5,Graphic Design
دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC,,,,,1,Udemy,30.0,1.0,24.0,4.5,Graphic Design
Corel Draw X8 Başlangıç Eğitimi (YENİ),,,,,1,Udemy,65.0,0.0,66.0,6.5,Graphic Design
Formation Photoshop,,,,,6,Udemy,200.0,0.0,11.0,1.0,Graphic Design
8 Stunden professionelles Cinema 4D Training,,,,1.0,18,Udemy,50.0,1.0,38.0,8.5,Graphic Design
Clipping Masks & Shaped images in Adobe Photoshop CC,,,,1.0,1905,Udemy,90.0,12.0,14.0,0.7333333333333333,Graphic Design
Expert Guide : Mastering Photoshop Smart Objects in depth !,,,,1.0,3360,Udemy,195.0,26.0,16.0,2.0,Graphic Design
Portrait Typography in Photoshop - Anyone can do Typography,,,,1.0,941,Udemy,95.0,2.0,26.0,2.5,Graphic Design
Mastering Retouching and Restoration (15 projects Included),,,,1.0,4927,Udemy,100.0,15.0,22.0,2.5,Graphic Design
Make flat design trees in Adobe Illustrator in 30 minutes!,,,,,2087,Udemy,50.0,95.0,6.0,0.6333333333333333,Graphic Design
Photoshop Fantastic! - The Comprehensive Guide to Photoshop,,,,1.0,2938,Udemy,20.0,26.0,45.0,6.0,Graphic Design
Drawing in PowerPoint: Block diagram + Experiments + Cartoon,,,,,2911,Udemy,155.0,29.0,37.0,2.0,Graphic Design
Graphic Design: Double Your Sales With Canva,,,,1.0,1797,Udemy,20.0,40.0,39.0,2.5,Graphic Design
Easy Typography Tips to Beautify and Strengthen Your Work,,,,,3192,Udemy,45.0,11.0,18.0,1.0,Graphic Design
Adobe Illustrator Advanced Vector Artwork,,,,1.0,1538,Udemy,90.0,117.0,74.0,7.5,Graphic Design
Web Elements Design With Photoshop,,,,1.0,5072,Udemy,45.0,38.0,44.0,5.0,Graphic Design
Logo Design Made Easy: Create your own logo in PowerPoint,,,,,1086,Udemy,20.0,17.0,8.0,1.0,Graphic Design
Typografie - Die besten Schriftarten im Geschäftsalltag,,,,,213,Udemy,75.0,10.0,16.0,1.5,Graphic Design
Lettering,,,,1.0,135,Udemy,40.0,33.0,14.0,1.5,Graphic Design
Corel Draw x7,,,,1.0,164,Udemy,20.0,43.0,62.0,12.0,Graphic Design
Adobe Photoshop CC - Fundamentos,,,,,290,Udemy,40.0,49.0,88.0,7.5,Graphic Design
Curso de Diseño e Ilustracion de Armas para Videojuegos,,,,1.0,183,Udemy,40.0,18.0,19.0,2.5,Graphic Design
Photoshop - Composição vintage,,,,1.0,35,Udemy,30.0,4.0,9.0,1.0,Graphic Design
Photoshop: Automatiza invitaciones con bloc de notas y Excel,,,,1.0,86,Udemy,30.0,2.0,18.0,1.5,Graphic Design
Illustrator CC 2016 Power Workshops (Deutsch),,,,,96,Udemy,150.0,10.0,50.0,4.5,Graphic Design
Curso Blender 3D  do Básico ao Avançado ,,,,1.0,353,Udemy,20.0,79.0,154.0,14.5,Graphic Design
Diseño impreso - Preimpresión para offset en Illustrator,,,,1.0,33,Udemy,100.0,9.0,29.0,1.5,Graphic Design
Fundamentos de la Tipografía - Para un diseño eficaz,,,,,172,Udemy,20.0,24.0,15.0,1.0,Graphic Design
الدورة الشاملة illustrator from zero to hero,,,,1.0,155,Udemy,150.0,40.0,158.0,30.0,Graphic Design
Designing an eBook Cover that Sells,,,,1.0,27,Udemy,20.0,2.0,18.0,2.0,Graphic Design
Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,,,,,2,Udemy,20.0,1.0,11.0,1.0,Graphic Design
Paint atmospheric sunset with soft pastel!,,,,,7,Udemy,20.0,1.0,5.0,0.6166666666666667,Graphic Design
Earn and Learn to create Logo designs in Illustrator quickly,,,,1.0,18,Udemy,50.0,1.0,7.0,1.0,Graphic Design
Create your own Photoshop brush preset!,,,,,4,Udemy,20.0,1.0,8.0,0.6166666666666667,Graphic Design
Quick and Quirky Caricatures - Learn in an Hour!,,,,,139,Udemy,20.0,14.0,9.0,1.5,Graphic Design
Finalize Production Files | Photoshop Illustrator InDesign,,,,1.0,18,Udemy,50.0,2.0,30.0,1.0,Graphic Design
How to illustrate in Flash ,,,,,5,Udemy,20.0,2.0,17.0,2.0,Graphic Design
OpenCV Computer Vision Application Programming ,,,,1.0,167,Udemy,85.0,14.0,30.0,2.5,Graphic Design
Turn your animated greeting card carousel into a music video,,,,,311,Udemy,20.0,0.0,9.0,1.0,Graphic Design
Mastering Photoshop Elements 15 Made Easy Training Tutorial,,,,,13,Udemy,30.0,4.0,185.0,6.5,Graphic Design
Manipulate Photos with GIMP,,,,1.0,34,Udemy,20.0,4.0,11.0,2.0,Graphic Design
Learn to Draw Pretty Faces for Comic Books,,,,,1522,Udemy,40.0,145.0,37.0,5.0,Graphic Design
The Business Graphic Design with Photoshop & Illustrator,,,,1.0,6039,Udemy,200.0,128.0,111.0,17.0,Graphic Design
Bestseller!! Learn Illustrator CC in 1 Hour,,,,,4449,Udemy,200.0,100.0,9.0,1.5,Graphic Design
Learn Professional Book-Cover Designing Photoshop 4 Beginner,,,,,6428,Udemy,200.0,21.0,54.0,3.0,Graphic Design
How To Make Graphics For A Website,,,,1.0,24857,Udemy,200.0,35.0,11.0,1.5,Graphic Design
Adobe Illustrator: How to Draw Squared Animals Icons,,,,,2873,Udemy,180.0,38.0,13.0,0.5333333333333333,Graphic Design
Book Covers and Graphic Design with PowerPoint 2013/2016/365,,,,,5840,Udemy,195.0,57.0,30.0,4.0,Graphic Design
Getting Started With Digital Painting Using Krita,,,,,1011,Udemy,20.0,15.0,11.0,0.6,Graphic Design
Logo Design - Guide to Logo Design in Photoshop,,,,1.0,6215,Udemy,25.0,86.0,17.0,2.0,Graphic Design
Logo Design Essentials ,,,,1.0,33205,Udemy,20.0,481.0,12.0,0.7,Graphic Design
Fundamentals of Character Design: From Concept to Vector,,,,,1452,Udemy,50.0,10.0,11.0,1.0,Graphic Design
"Whiteboard Animation, Beginner To Expert - In 1 Hour!",,,,1.0,1343,Udemy,20.0,25.0,16.0,1.0,Graphic Design
Drawing Fun Caricatures! :) -The Best Method!,,,,1.0,41,Udemy,25.0,11.0,6.0,0.5833333333333334,Graphic Design
Advanced Graphic Design-Photoshop CC 2014 for Photographers,,,,1.0,314,Udemy,20.0,11.0,19.0,1.5,Graphic Design
Design Beautiful & Professional Ebooks Using FREE Software,,,,1.0,239,Udemy,20.0,7.0,26.0,4.0,Graphic Design
Desktop Publishing 101: Simplified Editing,,,,,507,Udemy,20.0,9.0,9.0,1.0,Graphic Design
Create Professional Character Designs in Photoshop,,,,,228,Udemy,20.0,11.0,21.0,4.0,Graphic Design
How to Make a Custom Graphic From Sketches ,,,,,21,Udemy,20.0,4.0,17.0,0.7333333333333333,Graphic Design
Getting Started with Illustrator CC,,,,,92,Udemy,100.0,10.0,57.0,5.5,Graphic Design
"Photoshop From Scratch to Logos, Digital Drawing & Projects",,,,,91,Udemy,20.0,10.0,21.0,1.5,Graphic Design
How to Make Your Own Children's Interactive eBook!,,,,,33,Udemy,95.0,2.0,17.0,1.5,Graphic Design
InDesign Basics for Beginners: Learn InDesign Quickly,,,,,177,Udemy,35.0,8.0,24.0,1.5,Graphic Design
Create an Accelerated Learning Flowchart with Watercolors,,,,1.0,668,Udemy,200.0,5.0,16.0,2.5,Graphic Design
How to Create Vector Characters in Illustrator or Photoshop,,,,,92,Udemy,25.0,3.0,15.0,3.5,Graphic Design
Photoshop Learn Concept Art Manipulation,,,,,8,Udemy,25.0,0.0,11.0,1.5,Graphic Design
Make Logo design pay with illustrator in less than a day,,,,1.0,22,Udemy,50.0,1.0,20.0,4.0,Graphic Design
Create a Majestic Bear on Adobe Illustrator,,,,1.0,3,Udemy,55.0,0.0,10.0,1.0,Graphic Design
Adobe Illustrator CC Beginner,,,,,2,Udemy,30.0,0.0,37.0,4.0,Graphic Design
Create Beveled Lettering in Adobe Illustrator,,,,,2,Udemy,20.0,0.0,8.0,0.5833333333333334,Graphic Design
Learn Adobe Illustrator and Premiere Pro in 1 hour,,,,1.0,1,Udemy,20.0,0.0,19.0,1.0,Graphic Design
Adobe photoshop The  Flying Land compositing,,,,1.0,2,Udemy,70.0,0.0,23.0,2.5,Graphic Design
Learn Mobile App Design in Photoshop,,,,,11,Udemy,20.0,1.0,13.0,1.5,Graphic Design
Photoshop: Real World Learning,,,,1.0,9,Udemy,20.0,0.0,56.0,5.0,Graphic Design
Adobe Illustrator Fast Track,,,,,9,Udemy,40.0,0.0,23.0,2.5,Graphic Design
Mastering Text Animation in After Effect,,,,,1,Udemy,20.0,1.0,9.0,1.0,Graphic Design
How to Design A 2D Character in Illustrator,,,,,1,Udemy,20.0,1.0,9.0,1.0,Graphic Design
Design Efficiency Intensive,,,,,6,Udemy,20.0,0.0,5.0,0.55,Graphic Design
Adobe Photoshop CC for Photographers Advanced,,,,,1,Udemy,30.0,0.0,43.0,2.5,Graphic Design
Adobe InDesign Tips and Tricks,,,,1.0,4,Udemy,80.0,0.0,8.0,1.0,Graphic Design
Photoshop CC Training - Creating Fantastic Album Cover Art,,,,1.0,1,Udemy,50.0,0.0,8.0,1.0,Graphic Design
Beginner's Guide to Book Cover Designing.,,,,,2,Udemy,25.0,1.0,11.0,1.0,Graphic Design
Low Poly Portrait Illustration,,,,1.0,4,Udemy,20.0,0.0,8.0,0.6833333333333333,Graphic Design
Events Promotion Design,,,,,4,Udemy,45.0,0.0,9.0,2.0,Graphic Design
Adobe Photoshop CC Introduction,,,,,1,Udemy,30.0,0.0,55.0,4.5,Graphic Design
Ecover Mastery in 30 Minutes with NO photoshop skills needed,,,,,1,Udemy,20.0,0.0,10.0,0.6333333333333333,Graphic Design
Adobe Illustrator in Under 10: Fast info at your Fingertips!,,,,1.0,1,Udemy,30.0,0.0,34.0,3.5,Graphic Design
An Easy Introduction to Adobe Photoshop,,,,,1,Udemy,20.0,0.0,6.0,1.0,Graphic Design
Create Beautiful Image Maps for Your Website,,,,,0,Udemy,20.0,0.0,8.0,0.6166666666666667,Graphic Design
T-Shirt Design Workshop 02: Mixed Media Design,,,,,885,Udemy,25.0,176.0,29.0,2.5,Graphic Design
Design a unique bookstore-quality Photo Book with Blurb,,,,1.0,2863,Udemy,180.0,11.0,27.0,2.5,Graphic Design
Learn to Create Deliverable Brand Identity Package,,,,1.0,915,Udemy,20.0,5.0,15.0,1.0,Graphic Design
How to Draw Pinups and Sexy Women,,,,,3525,Udemy,75.0,109.0,33.0,20.0,Graphic Design
Design & Create Text Logos in Adobe Photoshop CS5,,,,1.0,2035,Udemy,95.0,19.0,23.0,1.5,Graphic Design
Freelancing A-Z: How To Start A Successful Freelance Career,,,,1.0,2267,Udemy,195.0,28.0,81.0,5.0,Graphic Design
Character Concept Design for Beginners,,,,1.0,1197,Udemy,175.0,55.0,98.0,16.5,Graphic Design
Icon & Logo Symbol Design in Adobe Illustrator,,,,1.0,1043,Udemy,100.0,27.0,30.0,2.0,Graphic Design
How to Draw Majestic Animals: Cats,,,,1.0,1356,Udemy,35.0,4.0,11.0,1.0,Graphic Design
Sketchbook Pro for Beginners,,,,1.0,1657,Udemy,125.0,46.0,41.0,4.0,Graphic Design
Photoshop CC 2017 Full Course,,,,,655,Udemy,90.0,18.0,150.0,3.5,Graphic Design
Mobile App Design in Photoshop from Scratch - UI & UX DESIGN,,,,1.0,1282,Udemy,195.0,17.0,19.0,2.5,Graphic Design
Affinity Designer - making seamless patterns,,,,1.0,35,Udemy,20.0,13.0,11.0,1.0,Graphic Design
Typography: Learn the Foundation and Designs,,,,1.0,220,Udemy,135.0,13.0,33.0,2.5,Graphic Design
Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),,,,1.0,481,Udemy,20.0,15.0,66.0,5.5,Graphic Design
How To Become An Etsy Wholesale Seller,,,,,1013,Udemy,100.0,0.0,25.0,2.5,Graphic Design
How to make Business Cards like a Pro,,,,1.0,593,Udemy,20.0,3.0,13.0,0.7,Graphic Design
Creating animation puzzles with Google Slides,,,,,679,Udemy,20.0,5.0,9.0,1.0,Graphic Design
iPhone icons gone awesome,,,,1.0,2346,Udemy,20.0,18.0,55.0,3.5,Graphic Design
Adobe After Effect: Create 15 Advance Motion Graphic Element,,,,1.0,140,Udemy,30.0,6.0,21.0,2.5,Graphic Design
Learn Sketch 3 Mobile App Design From Scratch,,,,1.0,528,Udemy,60.0,9.0,20.0,1.5,Graphic Design
Learn Real Graphic Design,,,,1.0,297,Udemy,20.0,27.0,19.0,1.5,Graphic Design
Designing With Halftones: Create a Dot Pattern Portrait!,,,,,228,Udemy,20.0,0.0,7.0,1.0,Graphic Design
A Beginners Guide to creating Vector Graphics With Photoshop,,,,,1207,Udemy,20.0,5.0,19.0,2.0,Graphic Design
Adobe Photoshop CS6 para Iniciantes,,,,,5,Udemy,40.0,0.0,63.0,7.0,Graphic Design
PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,,,,,4,Udemy,50.0,0.0,20.0,4.5,Graphic Design
Doble exposición con Photoshop,,,,1.0,36,Udemy,20.0,0.0,5.0,0.5666666666666667,Graphic Design
Débuter avec KRITA,,,,,3,Udemy,25.0,0.0,14.0,2.0,Graphic Design
会声会影深度教学,,,,,3,Udemy,200.0,2.0,12.0,0.6,Graphic Design
Criando um poster com foto colagem digital,,,,,1,Udemy,25.0,0.0,8.0,0.6833333333333333,Graphic Design
Adobe InDesign CC 2017 Quick Start,,,,,2,Udemy,35.0,0.0,29.0,2.5,Graphic Design
初めてのiDraw入門,,,,1.0,13,Udemy,20.0,0.0,14.0,1.5,Graphic Design
Interiores Sostenibles 101,,,,,1,Udemy,30.0,0.0,5.0,1.0,Graphic Design
Wordpress: Comment utiliser le thème FABLE,,,,,1,Udemy,20.0,0.0,10.0,0.65,Graphic Design
Adobe InDesign CS6,,,,,5,Udemy,50.0,0.0,35.0,5.0,Graphic Design
Aprende Photoshop con Ejercicios Prácticos.,,,,1.0,3,Udemy,20.0,0.0,46.0,4.0,Graphic Design
Typography Design: Learn Web Typography The Practical Way,,,,,970,Udemy,20.0,9.0,34.0,2.0,Graphic Design
Toon Boom Studio Tutorial - Cartoon Animation Made Simple,,,,1.0,342,Udemy,50.0,20.0,81.0,5.0,Graphic Design
Learn Logo Designing: 5 Types of Logo Designs in Illustrator,,,,,106,Udemy,30.0,2.0,19.0,3.0,Graphic Design
Practical Font Design,,,,,229,Udemy,50.0,23.0,26.0,7.5,Graphic Design
Smashing Photoshop CC/CS,,,,,437,Udemy,20.0,7.0,76.0,5.0,Graphic Design
"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",,,,1.0,500,Udemy,20.0,16.0,31.0,2.0,Graphic Design
Converting Type to Outlines in Adobe InDesign,,,,,725,Udemy,20.0,1.0,12.0,0.6333333333333333,Graphic Design
Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling,,,,1.0,142,Udemy,50.0,23.0,88.0,10.5,Graphic Design
Typography From A to Z,,,,1.0,317,Udemy,100.0,15.0,76.0,6.0,Graphic Design
Digital Asset Designer: Creating and Selling Mockups,,,,,50,Udemy,50.0,12.0,28.0,3.0,Graphic Design
Adobe Illustrator CC - From scratch ,,,,,115,Udemy,45.0,12.0,24.0,5.5,Graphic Design
Photoshop: 5 Practical Techniques to Improve Your Skills,,,,,780,Udemy,20.0,5.0,5.0,0.7166666666666667,Graphic Design
Easy Coloring Book Design,,,,,0,Udemy,25.0,0.0,9.0,0.5833333333333334,Graphic Design
Make Patterns in Illustrator,,,,,0,Udemy,20.0,0.0,32.0,3.5,Graphic Design
Learn to create Text fire effect in Adobe Photoshop ,,,,1.0,0,Udemy,20.0,0.0,8.0,0.6,Graphic Design
Professional Business Logo Design Using Free Online Tools,,,,1.0,0,Udemy,20.0,0.0,5.0,0.6166666666666667,Graphic Design
Beginners Guide to Kindle Ebook Covers Design With Fireworks,,,,1.0,0,Udemy,20.0,0.0,16.0,1.5,Graphic Design
Photoshop isn't like what you imagine A to Z .,,,,1.0,343,Udemy,35.0,0.0,24.0,3.5,Graphic Design
The Complete Adobe Spark Course,,,,1.0,0,Udemy,150.0,0.0,29.0,2.0,Graphic Design
The Art of Logo Design : Everything You Need to Know,,,,1.0,0,Udemy,20.0,0.0,18.0,1.0,Graphic Design
Hand Lettering para Iniciantes,,,,1.0,384,Udemy,40.0,92.0,18.0,0.7166666666666667,Graphic Design
Aprende a utilizar Canva,,,,,677,Udemy,20.0,45.0,11.0,0.6666666666666666,Graphic Design
photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,,,,1.0,1110,Udemy,100.0,183.0,77.0,10.0,Graphic Design
Photoshop - Revelando os segredos das Fusões,,,,,858,Udemy,20.0,25.0,17.0,3.5,Graphic Design
Create Mobile App Design from Scratch in Photoshop,,,,,1359,Udemy,125.0,7.0,24.0,2.5,Graphic Design
Apple Watch Design,,,,1.0,9847,Udemy,20.0,24.0,35.0,4.0,Graphic Design
Word Swag : Create Stunning Images with the Word Swag App,,,,1.0,2416,Udemy,100.0,19.0,14.0,1.0,Graphic Design
How to Draw Majestic Animals: Dogs,,,,1.0,1524,Udemy,35.0,5.0,11.0,1.0,Graphic Design
Photoshop Course: Design an eBook Cover in Photoshop,,,,1.0,11893,Udemy,50.0,69.0,40.0,3.0,Graphic Design
Digital Art for Beginners,,,,,3381,Udemy,150.0,388.0,57.0,15.0,Graphic Design
Learn How To Design a Logo in Adobe Illustrator in 30 Mins,,,,,1270,Udemy,50.0,53.0,14.0,0.5,Graphic Design
The most popular techniques in Photoshop,,,,,1753,Udemy,20.0,18.0,15.0,1.0,Graphic Design
Become a Professional Graphic Designer,,,,1.0,3618,Udemy,35.0,345.0,207.0,20.5,Graphic Design
Adobe Illustrator CC 2017 for beginners,,,,,2489,Udemy,195.0,39.0,12.0,1.5,Graphic Design
How to Draw Cute Cartoon Characters,,,,1.0,4080,Udemy,55.0,522.0,26.0,2.0,Graphic Design
How to Create awesome Cinema-graph With Adobe Photoshop?,,,,,1602,Udemy,20.0,8.0,16.0,1.0,Graphic Design
